Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards
2013/2014,FSV MAINZ 05,"Schahin, Dani",3,2,175,0,0,0,2,0,0
2013/2014,FSV MAINZ 05,"Sliskovic, Petar",2,0,20,0,0,0,0,1,1
2013/2014,FSV MAINZ 05,"Svensson, Bo",12,10,762,0,1,0,1,2,0
2013/2014,FSV MAINZ 05,"Wetklo, Christian",2,1,133,0,0,0,0,0,1
2014/2015,FSV MAINZ 05,"Okazaki, Shinji",32,31,2786,12,3,26,62,4,0
2014/2015,FSV MAINZ 05,"Malli, Yunus",31,24,2179,6,4,14,51,2,0
2014/2015,FSV MAINZ 05,"Koo, Ja-Cheol",23,16,1485,5,1,16,33,3,0
2014/2015,FSV MAINZ 05,"Geis, Johannes",34,33,2970,4,3,28,80,4,0
2014/2015,FSV MAINZ 05,"Bell, Stefan",31,31,2790,3,1,7,22,2,0
2014/2015,FSV MAINZ 05,"Hofmann, Jonas",12,8,640,3,0,10,12,1,0
2014/2015,FSV MAINZ 05,"Soto, Elkin",16,4,415,3,1,4,7,3,0
2014/2015,FSV MAINZ 05,"Allagui, Sami",20,9,809,2,0,11,25,4,0
2014/2015,FSV MAINZ 05,Jairo,22,11,1103,2,2,7,14,2,0
2014/2015,FSV MAINZ 05,"Bungert, Niko",26,23,2124,1,1,6,15,4,0
2014/2015,FSV MAINZ 05,"Clemens, Christian",17,7,683,1,0,3,17,0,0
2014/2015,FSV MAINZ 05,"De Blasis, Pablo",20,13,1142,1,4,6,15,1,0
2014/2015,FSV MAINZ 05,"Díaz, Júnior",19,17,1434,1,1,3,16,4,0
2014/2015,FSV MAINZ 05,"Baumgartlinger, Julian",26,26,2307,0,0,6,17,3,0
2014/2015,FSV MAINZ 05,"Bengtsson, Pierre",13,10,967,0,1,3,6,0,0
2014/2015,FSV MAINZ 05,"Brosinski, Daniel",32,32,2774,0,3,5,20,4,1
2014/2015,FSV MAINZ 05,"Castillo, Nicholas",1,0,27,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Djuricic, Filip",11,6,477,0,0,3,10,3,0
2014/2015,FSV MAINZ 05,"Jara, Gonzalo",17,9,974,0,0,1,3,4,0
2014/2015,FSV MAINZ 05,"Kapino, Stefanos",2,1,146,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Karius, Loris",33,33,2912,0,0,0,0,1,1
2014/2015,FSV MAINZ 05,"Koch, Julian",1,0,7,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Moritz, Christoph",9,6,504,0,0,0,2,0,0
2014/2015,FSV MAINZ 05,"Noveski, Nikolce",9,7,594,0,1,1,3,2,0
2014/2015,FSV MAINZ 05,"Park, Joo-Ho",16,16,1413,0,0,0,9,2,0
2014/2015,FSV MAINZ 05,"Parker, Devante",1,0,8,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Pflucke, Patrick",1,0,9,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Samperio, Jairo",1,0,30,0,1,0,0,0,0
2014/2015,FSV MAINZ 05,"Sliskovic, Petar",2,0,9,0,0,0,0,0,0
2014/2015,FSV MAINZ 05,"Wollscheid, Philipp",5,2,208,0,0,0,1,0,0
2015/2016,FSV MAINZ 05,"Malli, Yunus",34,33,2791,11,4,25,64,0,0
2015/2016,FSV MAINZ 05,"Koo, Ja-Cheol",29,24,2098,8,1,15,39,6,0
2015/2016,FSV MAINZ 05,Jairo,31,26,2307,7,5,15,39,5,0
2015/2016,FSV MAINZ 05,"Muto, Yoshinori",20,18,1496,7,2,18,34,2,0
2015/2016,FSV MAINZ 05,"Clemens, Christian",28,20,1721,5,3,17,44,1,0
2015/2016,FSV MAINZ 05,"Córdoba, Jhon",22,14,1385,5,2,16,30,2,0
2015/2016,FSV MAINZ 05,"De Blasis, Pablo",26,18,1642,4,4,11,32,1,0
2015/2016,FSV MAINZ 05,"Baumgartlinger, Julian",31,30,2716,2,1,6,12,7,0
2015/2016,FSV MAINZ 05,"Balogun, Leon",21,17,1511,1,0,2,12,4,0
2015/2016,FSV MAINZ 05,"Bell, Stefan",30,29,2635,1,3,9,23,3,0
2015/2016,FSV MAINZ 05,"Brosinski, Daniel",30,24,2242,1,3,5,14,3,0
2015/2016,FSV MAINZ 05,"Bussmann, Gaetan",13,13,1170,1,0,1,7,3,0
2015/2016,FSV MAINZ 05,"Onisiwo, Karim",9,3,331,1,1,5,11,1,0
2015/2016,FSV MAINZ 05,"Beister, Maximilian",1,0,5,0,0,0,0,0,0
2015/2016,FSV MAINZ 05,"Bengtsson, Pierre",16,14,1274,0,0,2,5,1,0
2015/2016,FSV MAINZ 05,"Bungert, Niko",21,20,1746,0,0,1,4,2,0
2015/2016,FSV MAINZ 05,"Donati, Giulio",23,21,1867,0,2,0,3,8,1
2015/2016,FSV MAINZ 05,"Frei, Fabian",18,11,962,0,2,4,11,1,0
2015/2016,FSV MAINZ 05,"Hack, Alexander",7,7,630,0,0,0,3,1,0
2015/2016,FSV MAINZ 05,"Jara, Gonzalo",6,5,445,0,0,0,1,1,0
2015/2016,FSV MAINZ 05,"Karius, Loris",34,34,3060,0,0,0,0,1,0
2015/2016,FSV MAINZ 05,"Klement, Philipp",2,0,28,0,0,0,1,0,0
2015/2016,FSV MAINZ 05,"Latza, Danny",27,20,1862,0,2,10,27,8,0
2015/2016,FSV MAINZ 05,"Moritz, Christoph",8,3,246,0,0,0,1,0,0
2015/2016,FSV MAINZ 05,"Niederlechner, Florian",12,1,177,0,0,2,5,2,0
2015/2016,FSV MAINZ 05,"Park, Joo-Ho",6,5,399,0,0,1,3,0,0
2015/2016,FSV MAINZ 05,"Parker, Devante",1,0,1,0,0,0,0,0,0
2015/2016,FSV MAINZ 05,"Serdar, Suat",12,2,201,0,0,0,3,0,0
2015/2016,FSV MAINZ 05,"Soto, Elkin",1,0,1,0,0,0,0,0,0
2016/2017,FSV MAINZ 05,"Malli, Yunus",32,28,2555,7,8,23,60,1,0
2016/2017,FSV MAINZ 05,"Bell, Stefan",31,30,2744,5,1,9,23,9,1
2016/2017,FSV MAINZ 05,"Córdoba, Jhon",29,27,2351,5,3,18,58,8,1
2016/2017,FSV MAINZ 05,"De Blasis, Pablo",31,17,1655,5,3,19,35,5,0
2016/2017,FSV MAINZ 05,"Muto, Yoshinori",19,10,1020,5,0,9,18,3,0
2016/2017,FSV MAINZ 05,"Oztunali, Levin",30,23,1971,5,5,11,28,1,0
2016/2017,FSV MAINZ 05,"Latza, Danny",21,18,1578,4,0,10,28,6,0
2016/2017,FSV MAINZ 05,Jairo,17,11,941,2,1,9,27,5,0
2016/2017,FSV MAINZ 05,"Brosinski, Daniel",29,27,2453,1,2,9,35,6,0
2016/2017,FSV MAINZ 05,"Bungert, Niko",10,9,758,1,0,1,4,1,0
2016/2017,FSV MAINZ 05,"Clemens, Christian",15,12,980,1,1,4,15,2,0
2016/2017,FSV MAINZ 05,"Krkic, Bojan",11,8,630,1,1,5,13,1,0
2016/2017,FSV MAINZ 05,"Onisiwo, Karim",16,10,911,1,0,9,16,4,0
2016/2017,FSV MAINZ 05,"Quaison, Robin",11,6,482,1,0,1,5,0,0
2016/2017,FSV MAINZ 05,"Seydel, Aaron",6,1,172,1,0,2,4,0,0
2016/2017,FSV MAINZ 05,"Balogun, Leon",17,13,1023,0,0,1,3,3,0
2016/2017,FSV MAINZ 05,"Bouziane, Mounir",1,0,13,0,0,0,0,0,0
2016/2017,FSV MAINZ 05,"Bussmann, Gaetan",14,12,1048,0,1,2,10,1,1
2016/2017,FSV MAINZ 05,"Donati, Giulio",32,31,2805,0,1,3,9,4,0
2016/2017,FSV MAINZ 05,"Frei, Fabian",24,19,1668,0,1,4,17,3,0
2016/2017,FSV MAINZ 05,"Gbamin, Jean-Philippe",25,21,1824,0,0,5,22,2,3
2016/2017,FSV MAINZ 05,"Hack, Alexander",15,13,1295,0,1,1,8,0,0
2016/2017,FSV MAINZ 05,"Holtmann, Gerrit",5,1,124,0,1,0,2,0,0
2016/2017,FSV MAINZ 05,"Huth, Jannik",7,7,630,0,0,0,0,0,0
2016/2017,FSV MAINZ 05,"Lossl, Jonas",27,27,2430,0,0,0,1,0,0
2016/2017,FSV MAINZ 05,"Ramalho, André",18,12,1134,0,0,2,12,4,0
2016/2017,FSV MAINZ 05,"Rodríguez, José",2,0,5,0,0,0,0,0,1
2016/2017,FSV MAINZ 05,"Serdar, Suat",8,4,328,0,0,0,1,1,0
2017/2018,FSV MAINZ 05,"Muto, Yoshinori",27,20,1906,8,2,21,41,2,0
2017/2018,FSV MAINZ 05,"De Blasis, Pablo",25,20,1652,5,2,13,29,2,0
2017/2018,FSV MAINZ 05,"Berggreen, Emil",14,6,666,4,2,7,14,2,0
2017/2018,FSV MAINZ 05,"Quaison, Robin",24,15,1408,4,1,17,40,3,0
2017/2018,FSV MAINZ 05,"Baku, Bote",3,3,234,2,0,3,5,1,0
2017/2018,FSV MAINZ 05,"Diallo, Abdou",27,27,2416,2,2,4,14,5,0
2017/2018,FSV MAINZ 05,"Holtmann, Gerrit",17,10,897,2,1,8,22,1,0
2017/2018,FSV MAINZ 05,"Latza, Danny",29,27,2354,2,1,9,43,7,0
2017/2018,FSV MAINZ 05,"Maxim, Alexandru",22,11,958,2,2,5,27,4,0
2017/2018,FSV MAINZ 05,"Serdar, Suat",25,16,1702,2,0,13,39,3,0
2017/2018,FSV MAINZ 05,"Bell, Stefan",25,24,2176,1,0,5,12,8,0
2017/2018,FSV MAINZ 05,"Brosinski, Daniel",29,28,2503,1,5,5,31,0,0
2017/2018,FSV MAINZ 05,"Frei, Fabian",11,10,806,1,0,4,9,1,0
2017/2018,FSV MAINZ 05,"Gbamin, Jean-Philippe",30,29,2590,1,3,11,26,4,0
2017/2018,FSV MAINZ 05,"Hack, Alexander",15,14,1288,1,0,5,15,2,0
2017/2018,FSV MAINZ 05,"Adler, René",14,14,1260,0,0,0,0,0,0
2017/2018,FSV MAINZ 05,"Balogun, Leon",14,14,1174,0,0,1,2,4,1
2017/2018,FSV MAINZ 05,"De Jong, Nigel",11,10,742,0,0,0,1,2,0
2017/2018,FSV MAINZ 05,"Donati, Giulio",29,26,2284,0,3,2,10,2,2
2017/2018,FSV MAINZ 05,"Fischer, Viktor",10,3,331,0,0,2,7,1,0
2017/2018,FSV MAINZ 05,Jairo,2,0,34,0,0,0,1,1,0
2017/2018,FSV MAINZ 05,"Kodro, Kenan",8,2,227,0,0,1,2,0,0
2017/2018,FSV MAINZ 05,"Muller, Florian",5,5,450,0,0,0,0,0,0
2017/2018,FSV MAINZ 05,"Onisiwo, Karim",8,2,250,0,0,1,2,0,0
2017/2018,FSV MAINZ 05,"Oztunali, Levin",25,21,1753,0,4,10,27,3,0
2017/2018,FSV MAINZ 05,"Ujah, Anthony",11,2,200,0,0,2,7,0,0
2017/2018,FSV MAINZ 05,"Zentner, Robin",15,15,1350,0,0,0,0,1,0
2013/2014,VFL WOLFSBURG,"Olic, Ivica",32,28,2401,14,5,37,81,2,0
2013/2014,VFL WOLFSBURG,"Perisic, Ivan",33,24,2199,10,4,30,68,4,0
2013/2014,VFL WOLFSBURG,"Arnold, Maximilian",28,27,2249,7,2,20,54,3,1
2013/2014,VFL WOLFSBURG,"Rodríguez, Ricardo",34,34,3060,5,9,21,36,2,0
2013/2014,VFL WOLFSBURG,"Dost, Bas",13,6,586,4,0,7,10,0,0
2013/2014,VFL WOLFSBURG,Luiz Gustavo,29,29,2541,4,2,9,28,6,3
2013/2014,VFL WOLFSBURG,"De Bruyne, Kevin",16,16,1416,3,6,16,36,2,1
2013/2014,VFL WOLFSBURG,Diego,15,15,1274,3,2,15,42,7,0
2013/2014,VFL WOLFSBURG,"Knoche, Robin",32,30,2781,3,2,3,8,2,0
2013/2014,VFL WOLFSBURG,Naldo,33,33,2970,3,2,19,48,7,0
2013/2014,VFL WOLFSBURG,"Malanda, Junior",7,5,401,2,0,4,11,0,0
2013/2014,VFL WOLFSBURG,"Caligiuri, Daniel",24,9,1083,1,1,9,26,2,1
2013/2014,VFL WOLFSBURG,"Koo, Ja-Cheol",24,16,1339,1,2,8,18,0,0
2013/2014,VFL WOLFSBURG,"Kutschke, Stefan",8,0,68,1,0,1,2,0,0
2013/2014,VFL WOLFSBURG,"Schafer, Marcel",21,5,482,1,1,6,13,1,0
2013/2014,VFL WOLFSBURG,Vieirinha,11,7,647,1,1,7,18,1,0
2013/2014,VFL WOLFSBURG,"Benaglio, Diego",29,29,2565,0,0,0,0,0,0
2013/2014,VFL WOLFSBURG,"Evseev, Willi",3,0,9,0,2,0,0,0,0
2013/2014,VFL WOLFSBURG,"Grun, Max",6,5,495,0,0,0,0,0,0
2013/2014,VFL WOLFSBURG,"Hasebe, Makoto",15,14,1266,0,1,3,14,1,0
2013/2014,VFL WOLFSBURG,"Klose, Timm",10,5,363,0,0,0,0,1,1
2013/2014,VFL WOLFSBURG,"Medojevic, Slobodan",20,16,1353,0,0,2,13,3,0
2013/2014,VFL WOLFSBURG,"Ochs, Patrick",17,14,1300,0,2,2,6,7,0
2013/2014,VFL WOLFSBURG,"Polak, Jan",18,8,810,0,0,0,5,2,0
2013/2014,VFL WOLFSBURG,"Sio, Giovanni",1,0,10,0,0,0,2,0,0
2013/2014,VFL WOLFSBURG,"Trasch, Christian",22,21,1833,0,1,4,9,3,0
2014/2015,VFL WOLFSBURG,"Dost, Bas",21,17,1529,16,4,28,44,1,0
2014/2015,VFL WOLFSBURG,"De Bruyne, Kevin",34,34,3052,10,20,42,98,3,0
2014/2015,VFL WOLFSBURG,"Caligiuri, Daniel",28,18,1651,7,3,17,39,1,0
2014/2015,VFL WOLFSBURG,Naldo,32,32,2879,7,2,18,46,5,0
2014/2015,VFL WOLFSBURG,"Olic, Ivica",30,28,2263,7,0,18,47,3,0
2014/2015,VFL WOLFSBURG,"Rodríguez, Ricardo",26,26,2294,6,4,15,35,2,0
2014/2015,VFL WOLFSBURG,"Perisic, Ivan",24,21,1733,5,4,20,44,4,0
2014/2015,VFL WOLFSBURG,"Arnold, Maximilian",27,17,1668,4,2,14,31,8,0
2014/2015,VFL WOLFSBURG,"Hunt, Aaron",15,3,422,2,0,4,9,1,0
2014/2015,VFL WOLFSBURG,"Knoche, Robin",27,25,2295,2,0,4,12,0,0
2014/2015,VFL WOLFSBURG,Luiz Gustavo,31,30,2632,2,0,5,35,11,0
2014/2015,VFL WOLFSBURG,"Bendtner, Nicklas",18,5,564,1,0,2,7,0,0
2014/2015,VFL WOLFSBURG,"Guilavogui, Josuha",27,21,1773,1,0,7,18,4,1
2014/2015,VFL WOLFSBURG,"Klose, Timm",12,11,959,1,0,1,3,0,0
2014/2015,VFL WOLFSBURG,"Schurrle, André",14,7,660,1,2,5,26,1,0
2014/2015,VFL WOLFSBURG,Vieirinha,31,25,2312,1,5,11,35,1,0
2014/2015,VFL WOLFSBURG,"Benaglio, Diego",31,31,2790,0,0,0,0,2,0
2014/2015,VFL WOLFSBURG,"Grun, Max",3,3,270,0,0,0,0,0,0
2014/2015,VFL WOLFSBURG,"Jung, Sebastian",22,17,1432,0,2,1,3,0,0
2014/2015,VFL WOLFSBURG,"Malanda, Junior",10,4,392,0,2,2,7,0,0
2014/2015,VFL WOLFSBURG,"Schafer, Marcel",16,7,660,0,2,0,4,0,0
2014/2015,VFL WOLFSBURG,"Trasch, Christian",12,8,727,0,0,0,1,0,0
2015/2016,VFL WOLFSBURG,"Schurrle, André",29,21,1905,9,3,30,68,5,0
2015/2016,VFL WOLFSBURG,"Dost, Bas",22,14,1368,8,2,16,40,0,0
2015/2016,VFL WOLFSBURG,"Draxler, Julian",24,22,1773,6,5,20,45,5,1
2015/2016,VFL WOLFSBURG,"Kruse, Max",32,28,2426,6,6,28,59,3,0
2015/2016,VFL WOLFSBURG,"Arnold, Maximilian",31,22,2037,3,2,11,28,4,0
2015/2016,VFL WOLFSBURG,"Bendtner, Nicklas",13,4,413,2,0,2,9,2,0
2015/2016,VFL WOLFSBURG,"Caligiuri, Daniel",29,20,1824,2,5,19,41,4,0
2015/2016,VFL WOLFSBURG,"Guilavogui, Josuha",30,26,2330,2,0,8,23,3,0
2015/2016,VFL WOLFSBURG,"Rodríguez, Ricardo",24,23,2067,2,3,9,25,3,0
2015/2016,VFL WOLFSBURG,Dante,24,23,2081,1,0,2,16,4,2
2015/2016,VFL WOLFSBURG,"Hunt, Aaron",23,20,1739,1,2,11,25,2,0
2015/2016,VFL WOLFSBURG,"Klose, Timm",8,7,633,1,0,2,4,1,0
2015/2016,VFL WOLFSBURG,"Knoche, Robin",11,9,817,1,0,1,2,1,0
2015/2016,VFL WOLFSBURG,Luiz Gustavo,22,22,1808,1,2,8,23,8,0
2015/2016,VFL WOLFSBURG,"Perisic, Ivan",2,2,164,1,0,1,3,0,0
2015/2016,VFL WOLFSBURG,"Schafer, Marcel",21,14,1304,1,2,5,12,1,0
2015/2016,VFL WOLFSBURG,Vieirinha,26,22,1900,1,5,8,29,3,0
2015/2016,VFL WOLFSBURG,"Ascues, Carlos",1,0,8,0,0,0,0,0,0
2015/2016,VFL WOLFSBURG,"Azzaoui, Ismail",2,0,20,0,0,0,0,0,0
2015/2016,VFL WOLFSBURG,"Benaglio, Diego",21,21,1890,0,0,0,0,1,0
2015/2016,VFL WOLFSBURG,Bruno Henrique,7,2,250,0,1,1,4,1,0
2015/2016,VFL WOLFSBURG,"Casteels, Koen",13,13,1170,0,0,0,0,1,0
2015/2016,VFL WOLFSBURG,"De Bruyne, Kevin",2,2,165,0,0,3,4,1,0
2015/2016,VFL WOLFSBURG,"Jung, Sebastian",11,5,521,0,1,1,4,1,0
2015/2016,VFL WOLFSBURG,Naldo,29,29,2596,0,1,12,49,2,0
2015/2016,VFL WOLFSBURG,"Putaro, Leandro",4,0,43,0,0,1,1,0,0
2015/2016,VFL WOLFSBURG,"Rodríguez Araya, Francisco",1,0,8,0,0,0,0,0,0
2015/2016,VFL WOLFSBURG,"Seguin, Paul",4,2,177,0,0,2,2,0,0
2015/2016,VFL WOLFSBURG,"Trasch, Christian",29,23,2068,0,1,1,8,2,0
2016/2017,VFL WOLFSBURG,"Gómez, Mario",33,32,2854,16,1,38,79,4,0
2016/2017,VFL WOLFSBURG,"Malli, Yunus",32,28,2555,7,8,23,60,1,0
2016/2017,VFL WOLFSBURG,"Caligiuri, Daniel",32,27,2224,4,4,10,39,2,0
2016/2017,VFL WOLFSBURG,"Didavi, Daniel",18,11,989,4,2,9,29,0,0
2016/2017,VFL WOLFSBURG,"Arnold, Maximilian",32,28,2421,2,3,15,49,9,0
2016/2017,VFL WOLFSBURG,"Mayoral, Borja",19,3,376,2,0,4,12,1,0
2016/2017,VFL WOLFSBURG,"Rodríguez, Ricardo",24,23,2019,2,3,7,22,1,0
2016/2017,VFL WOLFSBURG,"Bruma, Jeffrey",20,20,1718,1,0,3,9,6,1
2016/2017,VFL WOLFSBURG,"Knoche, Robin",23,21,1871,1,1,3,9,2,0
2016/2017,VFL WOLFSBURG,"Seguin, Paul",22,15,1324,1,1,1,10,3,1
2016/2017,VFL WOLFSBURG,"Bazoer, Riechedly",12,12,973,0,1,4,19,5,0
2016/2017,VFL WOLFSBURG,"Benaglio, Diego",14,14,1260,0,0,0,0,1,0
2016/2017,VFL WOLFSBURG,"Blaszczykowski, Jakub",28,20,1689,0,1,3,10,2,0
2016/2017,VFL WOLFSBURG,"Brekalo, Josip",4,0,76,0,0,1,4,1,0
2016/2017,VFL WOLFSBURG,Bruno Henrique,7,1,177,0,0,3,4,0,0
2016/2017,VFL WOLFSBURG,"Casteels, Koen",20,20,1800,0,0,0,0,3,0
2016/2017,VFL WOLFSBURG,"Dost, Bas",1,1,81,0,1,0,0,0,0
2016/2017,VFL WOLFSBURG,"Draxler, Julian",13,12,1054,0,2,14,29,0,0
2016/2017,VFL WOLFSBURG,"Gerhardt, Yannick",27,25,2214,0,2,6,14,5,0
2016/2017,VFL WOLFSBURG,"Guilavogui, Josuha",19,17,1541,0,0,0,7,6,0
2016/2017,VFL WOLFSBURG,"Hansen, Hendrik",1,0,83,0,0,0,0,0,0
2016/2017,VFL WOLFSBURG,"Horn, Jannes",13,10,974,0,1,0,2,2,0
2016/2017,VFL WOLFSBURG,"Jung, Sebastian",4,4,295,0,1,0,0,0,0
2016/2017,VFL WOLFSBURG,Luiz Gustavo,27,26,2344,0,0,6,19,6,1
2016/2017,VFL WOLFSBURG,"Mobius, Justin",2,0,46,0,0,0,0,0,0
2016/2017,VFL WOLFSBURG,"Ntep, Paul-Georges",10,5,504,0,2,2,11,0,0
2016/2017,VFL WOLFSBURG,"Osimhen, Victor",2,0,45,0,0,0,1,1,0
2016/2017,VFL WOLFSBURG,"Schafer, Marcel",4,2,108,0,0,0,1,1,0
2016/2017,VFL WOLFSBURG,"Trasch, Christian",11,7,696,0,1,0,6,0,0
2016/2017,VFL WOLFSBURG,Vieirinha,21,13,1217,0,0,6,21,3,0
2016/2017,VFL WOLFSBURG,"Wollscheid, Philipp",7,6,541,0,0,2,6,0,0
2017/2018,VFL WOLFSBURG,"Didavi, Daniel",30,26,2248,9,6,20,58,4,0
2017/2018,VFL WOLFSBURG,"Gómez, Mario",28,27,2326,9,3,21,58,3,0
2017/2018,VFL WOLFSBURG,"Origi, Divock",31,22,1967,6,2,22,61,2,0
2017/2018,VFL WOLFSBURG,"Malli, Yunus",31,24,2238,5,4,16,52,3,0
2017/2018,VFL WOLFSBURG,"Brekalo, Josip",26,17,1525,4,2,12,35,3,0
2017/2018,VFL WOLFSBURG,"Guilavogui, Josuha",29,27,2406,3,2,7,22,6,1
2017/2018,VFL WOLFSBURG,"Mehmedi, Admir",17,11,988,3,3,5,17,3,0
2017/2018,VFL WOLFSBURG,"Arnold, Maximilian",29,28,2454,2,0,12,35,8,1
2017/2018,VFL WOLFSBURG,"Verhaegh, Paul",31,30,2617,2,2,4,6,5,0
2017/2018,VFL WOLFSBURG,"Blaszczykowski, Jakub",9,6,522,1,0,1,1,0,0
2017/2018,VFL WOLFSBURG,"Gerhardt, Yannick",17,12,1225,1,1,3,11,1,0
2017/2018,VFL WOLFSBURG,"Knoche, Robin",24,24,2103,1,2,1,6,2,0
2017/2018,VFL WOLFSBURG,"Uduokhai, Felix",19,17,1558,1,0,1,4,1,1
2017/2018,VFL WOLFSBURG,"Bazoer, Riechedly",13,6,591,0,0,2,7,2,0
2017/2018,VFL WOLFSBURG,"Brooks, John",9,9,729,0,0,0,1,1,0
2017/2018,VFL WOLFSBURG,"Bruma, Jeffrey",11,11,990,0,0,1,5,2,0
2017/2018,VFL WOLFSBURG,"Camacho, Ignacio",11,11,953,0,0,1,5,1,0
2017/2018,VFL WOLFSBURG,"Casteels, Koen",34,34,3060,0,0,0,0,1,0
2017/2018,VFL WOLFSBURG,"Dimata, Nany",21,9,898,0,1,3,12,0,1
2017/2018,VFL WOLFSBURG,"Hinds, Kaylen",1,1,90,0,0,0,0,0,0
2017/2018,VFL WOLFSBURG,"Itter, Gian-Luca",5,5,414,0,0,0,0,1,0
2017/2018,VFL WOLFSBURG,"Jackel, Paul",3,3,270,0,0,0,4,0,0
2017/2018,VFL WOLFSBURG,"Jung, Sebastian",2,1,79,0,0,0,0,1,0
2017/2018,VFL WOLFSBURG,"Ntep, Paul-Georges",5,1,163,0,1,1,2,1,1
2017/2018,VFL WOLFSBURG,"Osimhen, Victor",12,3,279,0,0,2,7,0,0
2017/2018,VFL WOLFSBURG,"Rexhbecaj, Elvis",4,1,124,0,0,0,0,0,0
2017/2018,VFL WOLFSBURG,"Steffen, Renato",16,6,656,0,1,1,5,3,0
2017/2018,VFL WOLFSBURG,"Tisserand, Marcel",16,14,1247,0,1,1,6,4,0
2017/2018,VFL WOLFSBURG,William,22,19,1611,0,2,3,7,4,1
2013/2014,WERDER BREMEN,"Hunt, Aaron",31,31,2675,7,7,27,65,2,0
2013/2014,WERDER BREMEN,"Petersen, Nils",28,19,1617,7,2,24,54,2,0
2013/2014,WERDER BREMEN,"Di Santo, Franco",23,21,1664,4,4,14,36,6,1
2013/2014,WERDER BREMEN,"Elia, Eljero",33,23,2017,4,3,14,35,4,0
2013/2014,WERDER BREMEN,"Bargfrede, Philipp",20,17,1581,3,0,9,15,6,0
2013/2014,WERDER BREMEN,"García, Santiago",22,21,1849,3,0,9,18,9,1
2013/2014,WERDER BREMEN,"Gebre Selassie, Theodor",29,18,1895,2,1,6,16,2,0
2013/2014,WERDER BREMEN,"Junuzovic, Zlatko",26,26,2286,2,2,12,31,5,0
2013/2014,WERDER BREMEN,"Prodl, Sebastian",27,26,2304,2,2,4,13,4,0
2013/2014,WERDER BREMEN,"Aycicek, Levent",2,0,12,1,0,1,2,0,0
2013/2014,WERDER BREMEN,"Ekici, Mehmet",11,7,575,1,0,4,11,4,0
2013/2014,WERDER BREMEN,"Kroos, Félix",20,13,1044,1,0,3,5,4,1
2013/2014,WERDER BREMEN,"Makiadi, Cedric",30,26,2304,1,2,5,16,3,0
2013/2014,WERDER BREMEN,"Obraniak, Ludovic",10,8,628,1,1,5,10,2,0
2013/2014,WERDER BREMEN,"Arnautovic, Marko",2,1,88,0,0,0,2,0,0
2013/2014,WERDER BREMEN,"Caldirola, Luca",33,33,2964,0,1,0,6,8,0
2013/2014,WERDER BREMEN,"Fritz, Clemens",22,21,1818,0,3,3,10,4,0
2013/2014,WERDER BREMEN,"Ignjovski, Aleksandar",14,7,813,0,0,1,3,3,0
2013/2014,WERDER BREMEN,"Kobylanski, Martin",8,1,211,0,0,1,6,1,0
2013/2014,WERDER BREMEN,"Lorenzen, Melvyn",2,0,3,0,0,0,0,0,0
2013/2014,WERDER BREMEN,"Lukimya, Assani",23,18,1611,0,0,3,6,3,0
2013/2014,WERDER BREMEN,"Mielitz, Sebastian",13,13,1170,0,0,0,0,0,0
2013/2014,WERDER BREMEN,"Schmitz, Lukas",3,0,95,0,0,0,0,1,0
2013/2014,WERDER BREMEN,"Selke, Davie",3,1,128,0,0,0,3,0,0
2013/2014,WERDER BREMEN,"Trybull, Tom",2,0,6,0,0,0,0,0,0
2013/2014,WERDER BREMEN,"Wolf, Raphael",21,21,1890,0,0,0,0,0,0
2013/2014,WERDER BREMEN,"Yildirim, Ozkan",10,2,247,0,0,0,4,0,0
2014/2015,WERDER BREMEN,"Di Santo, Franco",26,26,2299,13,2,34,55,8,0
2014/2015,WERDER BREMEN,"Petersen, Nils",19,7,726,9,2,14,21,0,0
2014/2015,WERDER BREMEN,"Selke, Davie",30,22,1989,9,3,32,41,4,0
2014/2015,WERDER BREMEN,"Junuzovic, Zlatko",33,32,2896,6,12,32,67,6,0
2014/2015,WERDER BREMEN,"Bartels, Fin",29,27,2420,4,4,15,46,5,0
2014/2015,WERDER BREMEN,"Gebre Selassie, Theodor",26,25,2276,3,1,10,19,0,0
2014/2015,WERDER BREMEN,"Prodl, Sebastian",22,20,1742,3,1,8,18,5,0
2014/2015,WERDER BREMEN,"Lukimya, Assani",22,18,1744,2,2,5,13,1,0
2014/2015,WERDER BREMEN,"Vestergaard, Jannik",21,16,1438,2,0,5,13,3,0
2014/2015,WERDER BREMEN,"Aycicek, Levent",11,5,540,1,0,2,8,1,0
2014/2015,WERDER BREMEN,"Bargfrede, Philipp",16,15,1254,1,0,2,19,3,0
2014/2015,WERDER BREMEN,"Busch, Marnon",9,4,424,1,0,1,3,0,0
2014/2015,WERDER BREMEN,"Caldirola, Luca",7,5,470,1,0,1,1,2,1
2014/2015,WERDER BREMEN,"Gálvez, Alejandro",20,18,1538,1,1,3,12,6,0
2014/2015,WERDER BREMEN,"Hajrovic, Izet",19,8,725,1,0,6,11,0,0
